reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1FG07TUZ90XYV,1404174974,msbissing81,"[0, 0]",Arrived within a decent amount of time...and whats even better is that it's great! It keeps me motivated and inspired while allowing to keep track of appointments. I'm very happy I purchased this planner,5.0,Love It!,1299110400.0,"03 3, 2011"
AA98O5326L88T,B007KWH9MI,"Aaron Silverman ""DJ Kuul A""","[17, 24]","This isn't a bad toy, but it falls a bit short of the mark. The best Nerf guns are more fun and less expensive.On the plus side, it's very easy to use, and loading the ammo is a snap. We haven't had many misfires or jams. The plastic is decent -- it's not especially heavy duty, but it ain't exactly dollar-store quality, either. The little zombie target is pretty neat, and works as advertised. Hits result in red splotches that fade away after a few minutes. It's light enough to put up with a small tack but heavy enough that it won't tear.On the minus side, we're a little disappointed with the power and accuracy. The effective range only seems to be around 25-30 feet. (Bearing in mind that the ammo is barely large enough to be visible at that distance in bright sunlight, so even if the gun did fire farther, it would be nearly impossible to adjust your aim at longer range.) I suspect that lithium batteries would bump up the power, but those get expensive quickly. As for the accuracy, it's alright for target shooting, but don't expect to hit a moving person at farther than about 15 feet.The ""scope,"" literally just a plastic tube that mounts to the top of the barrel, is for looks only. It's essentially the same as peering through a paper towel roll. You can leave it off if you like.On one hand, the dry ammo is conveniently small when stored. On the other, you have to soak it for 90 minutes before using it, and once you soak it, you have to keep it sealed if you don't fire it right away, and might have to re-soak it. According to the manufacturer, the ammo material is biodegradable and was originally developed for the purpose of hydrating crops. You don't want to eat it, but it shouldn't harm your lawn or foliage.The verdict? Yes, it's pretty fun, but it's also more expensive than Nerf guns that are more fun.",3.0,Kinda cool,1352764800.0,"11 13, 2012"
A16YGDL04JBCPZ,B000197G6G,valm,"[3, 3]",This was a wonderful video of South Africa highlighting places of interest for all. Included was the ferry to Robben's Island and the coal mines in Cape Town.,5.0,South Africa's Blue Train.,1347148800.0,"09 9, 2012"
A1MI9VOMVYBV1S,0767827929,"College Mom ""bestteachermom""","[1, 1]","NYC is the background in this 70's version of the Gospel of Matthew with music/lyrics by Stephen Schwartz. You see a belated ""hippie"" look (costuming) which, when I've shown it to my Jr. High Sunday School Class, some students had a hard time getting past.  Costuming aside, a definite religious musical including dancing & singing.  The actors/singers chosen for the roles were carefully thought out - and youngsters of the 80's/90's will remember the actress from ""Where in the World is Carmen SanDiego - Lynne Thigpen.  Victor Garber portrays Christ - not who I saw in my head (of course I saw it for the first time performed on a college campus & Christ was portrayed by a young, black man who was quite a bit taller/more muscular)...but Garber does an outstanding job of interacting with all the characters.  Critics thought this was a little ""light"", but it came out just a year after Jesus Christ Superstar & in my opinion, stayed much truer to the Gospel.  It is a series of parables set to music.  Don't remember John the Baptist playing a dual role in the stage production, but he does in the movie (but I'm not going to give it away here). Notable songs - All Good Gifts, Prepare Ye the Way of the Lord & (of course) Day By Day which made it to #13 on the Bilboard pop chart in 1972.  I highly recommend this movie...it shows a very ""human"" side of Christ...",5.0,Godspell - the musical,1283644800.0,"09 5, 2010"
A2EMKGQYZ4TZJ2,B001UQ6E58,"Stacy Base ""mauiprincess""","[1, 1]","I've had multiple HP all-in-ones previously and was going to get another one until I read the great reviews about this one. I like it, it's a nice machine, lightweight, nice size, does a decent job of printing and is very easy to assemble and set up initially. The auto feeder works well without jamming. It's easy to figure out how to do basic things like printing, copying, etc., without needing a manual. My problems have been when I've tried to duplex print or scan multiple pages into a pdf rather than a jpg. If I throw the docs in and either through the machine or my computer select 'scan' it automatically scans them into individual pages in jpg format without an easy option or selection for type of file I want. I couldn't quickly and easily figure out how to duplex print either. The manual refers most things to the cd-rom which lacks instructions for both of these issues. Each time, I then went to the website where I couldn't find the answers either, even the downloadable manual doesn't address everything and was missing the whole scanning issue entirely, and ended up emailing customer support.  While they are pretty quick to respond, the instructions are long, as in 12-15 steps, and sometimes a bit unclear, often leaving out key things ie: after duplex printing, you actually have to go back in to the software and deselect that feature. Otherwise the printer later jams or thinks it has jammed because it's still trying to print in duplex mode. I haven't been able to get a receipt of confirmation after I've faxed, only if the doc didn't go through. The manual covers the journal, but not the receipts.I never had these issues with any of my HPs. They are just touch and go. When scanning, I'd throw the doc or picture on, hit go and the software would automatically pop up and ask how I wanted it saved, where, and if I had any special requests. Easy-Schmeasy. I never needed the manual for anything, let alone having to refer to a cd-rom, a website and emailing tech support. Faxing and everything else was the same way. My only complaint was that the flatbed read a smaller area than the average size copier, so when I would make reduced copies even, it didn't read outside of the standard 8.5x11 size even though it was larger.I'm pretty computer savvy and if I'm having challenges with this, then it would be especially so for someone who isn't.",3.0,Decent Machine But Not Just Touch & Go,1285286400.0,"09 24, 2010"
A12SB72P5GB6KM,B001E7S5BO,Mike V,"[0, 0]",these are lighter than one could imagine and clean up easily too.  If a hiker couldn't find the room or weight allowance of these utensils being packed then go home!  Only wish is that they came with some sort of pouch to keep the fork tines from poking at things in my pack,5.0,Good product,1359072000.0,"01 25, 2013"
A3K5BN2ANSK7Z7,B00H5I8MNM,,"[0, 0]",Works great.  I haven't had a problem with it.  Fast shipping,4.0,Works great. I haven't had a problem with it,1404691200.0,"07 7, 2014"
A3JADS9AZXTBAG,6302941318,"Timstuff ""tim16733""","[5, 22]","The Mario games have always been a very sentimental piece of my life. Hopping and bopping through the mushroom kingdom, collecting coins, and so-on. Needless to say, when I saw this film I was apalled. How it ever made it onto DVD, I will never know. If the screensaver quality prologue at the start of the film isn't enough to scare you away from the movie, you'll soon notice that the film has very little in common with Sherigu Miyamoto's video game classic that it is named after. There are too many continuity issues to list in this short review, so I won't bother. But basically to sum up the film, if you drained Water World, filled it with weird half lizard-half human creatures and put two badly dressed italian americans in the middle of it you'd have Mario Brothers. If you are a die hard Mario fan, this film will deeply offend you. I wouldn't say it should be completely avoided, as it does offer a few un-intentional giggles, but the film itself it [not good]. It's worse than Double Dragon, Mortal Kombat, Street Fighter, Wing Commander, Resident Evil and Tomb Raider combined. Mario Brothers is the un-disputed king of live acted Video game movies gone terribly wrong.",1.0,Aaaagggghhhh! The pain! Oh the pain!,1050105600.0,"04 12, 2003"
AJ34K7SN0XKCU,B0041QUKMC,kenneth l. mosley,"[0, 0]",This item was packaged so that it would not be ruined! It came pretty quickly and it was BRAND NEW and was not that expensive! I put the keyboard on my laptop immediately and BAM it worked! I love this new keyboard and it is exactly like the one I had that I ruined by spilling a bottle of water in it! It looked brand new and it works excellently! I love it when I can get my items in perfect condition and they work!,5.0,I am using it now!,1369180800.0,"05 22, 2013"
AR3JYKEZXXJ9,B004RB6S7C,Kat,"[1, 1]",These are perfect! They are very high quality. Fast shipping. I would recommend these to anyone to wants to pierce their septum. These also worked fr other piercings such as lip/ear/navel/eyebrow.,5.0,Wonderful.,1388361600.0,"12 30, 2013"
A3CMACYCTBUPAZ,0451419707,Andrea,"[0, 0]","I am so glad that this book was recommended to me! This book is about a woman named Jocelyn (or Joss) whose parents and sister were killed in a car accident when she was 14. She has moved to Scotland, where her mother was from, to escape the painful memories. Joss has made herself have a tough exterior and not to let emotional things get in her way, which makes her bottle up all of her feelings inside, refusing to talk about her family. Joss moves into a flat with a girl named Ellie, whom she starts to love as a sister. Ellie also has a brother named Braden, and from the moment she meets him, her life will change. He brings out thoughts and feelings in her that she has refused to let surface for years.The author's writing style is excellent and I like that she would have Joss's inner thoughts next to what really came out of her mouth. It was kind of quirky and funny but also it let the reader know what her real feelings were on the subject matter. Usually, I do not like this type of style, but I really enjoyed it and it was not annoying in the least. The sex scenes were HOT! I was biting my lip a few times - woo hoo!! Highly recommend!!",5.0,Woo hoooo!!!!!!!!!!!!!,1367971200.0,"05 8, 2013"
A1LUTBKT54VUTJ,B000007MYR,Carolyn R. White,"[0, 0]",I love this CD.  So do my granddaughters who like to dance to it.  I'm so happy I could still order this.,5.0,Jo Anne Castle CD,1204329600.0,"03 1, 2008"
AKC74BIWP5EIT,B004NAVZ52,stanbodoc,"[0, 0]",It fits the item well. Works just as I expected it to and nice to look at on kitchen counter,4.0,Pretty handled ulu,1388793600.0,"01 4, 2014"
A1Q72SF2VSLCPV,B003TU138G,Sam's Mom,"[0, 0]","These flip flops have the dreaded pointy toe that seems to sweep women's footwear fashion from time to time.  Note to Teva: This is not an attractive look, and it also seems to take away from the feel of the shoes underfoot.  There's this extra inch sticking out in front that looks bad and makes you feel like you might trip on it.  Can you tell I'm not a fan?  Make some flip flops with the same shape as the Hurricane xLT Sandal.  Now THOSE would be great.",2.0,Argh - the pointy toe!,1373932800.0,"07 16, 2013"
A15G1T9LYJ57E9,B008DNCEP0,TheUndaGroundz,"[3, 5]","I ordered this decal for my daughter's nursery and it couldn't have turned out better.  It truly brought the room together.  The only real drawback ( and this is a minor gripe ) is that you have to cut the trunk, branches, and butterflies individually as opposed to applying one giant image onto the wall.  The positive side to that is you get to create the design that best fits the space.  Customer service was also quick to respond if I had a question.  Because of this, my daughter's nursery looks awesome!",5.0,Brought the Room Together,1354147200.0,"11 29, 2012"
A19XC1JYWA0DJ,B00005I9P1,samih Barehmi,"[12, 18]",It is the greatest attempt to delve into the history and contributions of Islam. It was brilliantly edited and excellently produced. Kudos!,5.0,An extraordinary attempt to explore a universal religion,989366400.0,"05 9, 2001"
A26PE2LZZI1FBL,B0063K2OZU,Liz,"[0, 0]","If you need a laugh and be amazed check this out.  The scene with the big cat was so Hollywood and so funny, I forgot it must have been terrifying at the time. What an exciting and interesting life.",5.0,Great Fun!,1387756800.0,"12 23, 2013"
A3BIXQOLQ3NRWB,B00028489O,Dissatisfied with service,"[1, 14]","I ordered the classic The Birds by Hitchcock as part of larger order, specifically requested that the whole order be sent together to avoid several postage fees, which was ignored, and I was charged for the full amount of postage (to AUSTRALIA). When the DVD finally arrived it was not the movie, but a documentary about birds, despite the cover being the same as the one featured on the website. Not happy, and fast losing faith in Amazon!!! I hope you fix this up, as I see I'm not the only one this has been done to!NOT HAPPY!!!!!!!!",1.0,Wrong!,1292976000.0,"12 22, 2010"
AMFKDAJTGKDTM,B000OUY2QO,Bubbles,"[12, 16]","MY EXPERIENCE HAS BEEN THE EXACT OPPOSITE OF THE FIRST REVIEWER.  BUT I NEVER PUT PLASTIC ITEMS IN THE DISHWASHER UNLESS THEY ARE ON A TOP SHELF, AND I ALSO NEVER USE THE DRY CYCLE.  I JUST OPEN THE DOOR AFTER WASHING.  SO PERHAPS THAT IS WHY MY UNIT COVER DIDN'T WARP.  NOW TO THE EFFICIENCY OF THIS ITEM.  YOU MUST REMEMBER TO KEEP A SMALL AMT OF WATER IN THE BOTTOM WELL, AND THE SIDE VENT PORTION CAN SLIDE EASILY, SO I TAPE IT IN THE APPROPRIATE PLACE BASED ON WHAT I KEEP IN IT.  WE HAVE SAVED SALAD INGREDIENTS FOR OVER TWO WEEKS AND THEY ARE AS CRISP (AND NO MOLD) AS THEY WERE IN THE SUPERMARKET.",5.0,PRODUCE LASTS A LONG TIME!,1229385600.0,"12 16, 2008"
A12VW3ZF203HFI,B003ATNYJC,"DTSD ""Inspired Reader""","[1, 1]",There is a chemical smell that's like rotten gasoline (if that's even a thing). I'm soaking them over night in soapy water and hope that the smell dissipates.,3.0,Smelled Yuck,1397260800.0,"04 12, 2014"
A2ASA0E0E1GSLW,B000VPR8TU,aavi,"[2, 2]","I bought this for a Roomba 530 that went defective.  It was only a couple weeks past the one year warranty and the bumper circuitry malfunctioned. I wasn't very happy about that as I had used it only about fifty times.  Roomba offered to replace it with a top of the line scheduling model for a considerably reduced price to compensate for my loss.  However, it would not have a battery, docking station, charger or lighthouse.  I would have to use all the accessories from my old Roomba or buy anything else I needed.Since it was a top of the line model, I elected to get the new one.  I also decided I wanted to get a much better battery than what I had. After considerable research on these batteries from different sellers, I purchased this battery from ShopXtreme and it is an outstanding performance battery.  I believe it is identical to the one sold by iRobot.  In fact, I believe it is better.  It runs for almost two hours before needing recharge.  Before using it, I charged it for 16 hours even though it came with at least a partial charge.The design of their battery makes it impossible to put it in wrong because there is a protrusion which has to match up with the battery compartment and it will only go in one way.  That is important.The key thing to look for is the rating of the mAh, which is the mili-amp hours.  The higher that number, the better the battery is and the longer the run-time will be.  Mine was 3,500 mAh.  The battery sold by Roomba on their website is only 3,000 mAh and costs $89.00.  It doesn't take much to realize that the one at ShopXtreme is a great value.I would also caution you not to buy a NiCad battery which may look very similar to these and will also work in your unit.  It is an easy mistake to make and may be tempting because they cost less and look the same.  However they are the older version batteries much inferior to these and can develop a memory which will result in a short battery life and poor performance.  Make sure it is an Ni-MH.I can't speak for the other vendors, but if you order what I did from ShopXtreme, I am quite sure you will be happy and completely satisfied.",5.0,As good or better than iRobot original... from ShopXtreme,1282780800.0,"08 26, 2010"
A1WE4TVPN3PTQ1,B0015VBSL8,Patch,"[0, 0]","This bed was easy to set and up seems to work as it should (at least after 1 night).  The price can;t be beat, nor can the free delivery via Amazon Prime.",4.0,Works so far,1358985600.0,"01 24, 2013"
A38TAJRMKPHQBZ,B00383LP8M,Frank Pajonk,"[4, 6]",Makes annoying sounds. Voice is almost impossible to understand. Scares the crap out of my 2 1/2 year old and his friend.It will go into the trash.,1.0,no fun,1302307200.0,"04 9, 2011"
A2VLNVOAWIHCDP,B00BEIYPN0,Thomas West,"[0, 0]",There was just enough action and the plot will hold your attention. Aflec and Timberlake both put on a great performance.,4.0,it kept you thinking during entire movie.,1389052800.0,"01 7, 2014"
A1569V0SAOFO2R,0071411976,J. Steele,"[3, 3]","In my opinion this book is poorly written, unorganized and difficult to understand.  There are grammatical errors, discussions that refer to unprinted schematics, and numerous typos.  If you are a Stamp expert, I guess this book would be of great value for the schematics alone, but for anyone trying to grasp advanced basic stamp concepts, leave this book on the shelf.",2.0,"Not for me, probably not for you.",1139443200.0,"02 9, 2006"
A1TQI0WP968F0D,1434322637,Jo Ann Town,"[0, 0]",Really makes sense and opens your eyes.  I learned a lot about my actions and how to change them.Everyone should read this one.,5.0,Love it,1378425600.0,"09 6, 2013"
A14OJS0VWMOSWO,B0099WX1PQ,Midwest Book Review,"[1, 1]","The Treasure of Amelia Island is a historical fiction novel for young readers with an accompanying reader's guide including chapter prereading questions and predictions, discussion questions, and suggestions for essays and projects. Set in the Spanish territory of Florida during the early 1800s, The Treasure of Amelia Island follows the Kingsley family - Zephaniah, who married the black slave Ana Jai and freed her from slavery along with their children, including young Mary Kingsley. Patriots from the United States of America sought to lay claim to Florida, with the intent of making it into a slave state. The Patriots did not care that Zephaniah had freed his wife and children. Amid this tense political backdrop, Mary Kingsley decides to set out in search of a legendary pirate treasure with her brother George and her half-brother Diego. An exciting adventure ensues, in this captivating story written with close attention to historical detail. The Treasure of Amelia Island is especially recommended for middle school libraries.",5.0,An exciting adventure,1210204800.0,"05 8, 2008"
ALZZVCIVYZXCG,B002JAZDZ6,Amazon Customer,"[0, 0]",I have a collection of Spanish fans and this 1 is Adding nicely to it. Again was a little disappointed in the plastic instead of the wood but will still make a nice addition to my collection.,4.0,Spanish fan,1355097600.0,"12 10, 2012"
ACLH3FB48MA8Y,0471415804,"""ashokjus""","[7, 7]","I just picked up a copy of this book a few days ago, and I was impressed with the in-depth sections on the book (XBL, RDF &amp; XUL Templates, for example). I feel that the book is layed out in a very good way - the first section has overview of 'the basics' (CSS, XML, XUL), the second section has advanced features, and the third section had case studies. For people who are new to programming, and don't know XML, I would recommend another book before you start this one. The later chapters may be too complex and hard to digest for non-programmers.For me, I am familiar with XML and some of the Mozilla technologies, so I could skip over the intro section of the book. I am finding a lot of benefit out of the XUL Programmer's Reference section, as well as the advanced section. This book, used in combination with xulplanet.com, can be a good resource.",5.0,"Good Book, But Gets Complex!",996883200.0,"08 4, 2001"
A23DNYPUWKZKOE,0446532029,Vickie Chi,"[0, 0]",As with most of her books i have read this one hits the target on alot of our daily fights with ourselves and how to keep in check and calm.  I find myself reading certain chapters when i feel I need a way/method on how to keep balanced.Highly recommended must have a copy in every household.,5.0,Enlightening,1366243200.0,"04 18, 2013"
A1HSHCB8XS3XFV,B009CC61FK,oana,"[0, 0]","was a present for hubby , is a nice tshirt in cotton fits awesome , hub loves it . score!",5.0,love it,1361491200.0,"02 22, 2013"
AH369J2A7L416,B007R3Z44U,FSTB,"[0, 0]",Exactly what I was looking for.  A well designed sleeve priced under $10.  I bought the black/red combination and it looks very nice.  The sleeve has just the right size for my iPad 3 including the Smart Cover.  The padding provides good protection and the zipper looks durable.,5.0,Perfect,1391040000.0,"01 30, 2014"
AMMU5CH3AIWCJ,B00009WVEX,"Jason M. Martin ""DonSimon""","[2, 2]",I have really enjoyed this album since getting it.  Hearing these songs with such crystal clarity due to modern recording techniques is great.  I definitely recommend this disc.,4.0,Entertaining,1163203200.0,"11 11, 2006"
A1F67BBP8S6BFV,B000EGA6QI,"M. Rowe ""Madeleine""","[0, 0]","This is a fantastic tool and it works so well! I use it all the time. It's so easy to detach the blender portion and it's easy to wash up. One time, I accidentally used it while a cheese-cloth-wrapped bouquet garni was in my soup and shredded the cheesecloth. I was worried that I would have damaged the blender but nope, it still works perfectly fine. This a great tool for anyone who makes homemade soups because you don't have to let it cool and pour it into a blender or food processor.",5.0,Awesome device!,1393200000.0,"02 24, 2014"
A2JRD0T6ABJ9KE,1573305588,,"[0, 0]",My son got bored quickly and he loves elmo. who knew. video was delivered just fine and in great shape.,3.0,My son got bored quickly and he loves elmo,1405209600.0,"07 13, 2014"
A5SGQOL4NEC2O,B00029QR92,Terri Ferguson,"[0, 0]","Okay, this game is hands down one of the best games I've ever played. The graphics are magnificant, the plot, well the plot follows real history, but the axis domination plot is relevant. They don't try to go crazy with what the axis could do. All the details are accurate, it has great replay value because of the map editer and the WWII game, where you play as any of the five powers and control the out come the way you want it. The online play is wonderful, there is no real  reason not to like this game unless you're pacifist or hate WWII, in which case you probably shouldn't have tried the game in the first place. 5/5",5.0,Wonderful game,1227484800.0,"11 24, 2008"
A30FOECFTDEF9T,0615885438,Book Babe,"[0, 0]",Awesome book!  Love to hear how Trystan starts his future as a rock star. I can't wait to hear what happen next and what the future holds for Mari and Trystan. Anxious to find out how they will live as young adults instead of teenagers.,5.0,ARC Review,1377388800.0,"08 25, 2013"
A2ROJIXO0AQCPZ,B00GGHAFTM,jared,"[4, 6]","It's a great quality coat, it's warm, and just cool to wear it and be captain of the millennium falcon, or a wookie! It's great for any starwars fanatic.",5.0,awesome,1388966400.0,"01 6, 2014"
A24KZBAAUTC83R,0373621191,Mace & Lacey Gannon,"[2, 5]","This first novel in a brand new series by Alex Archer, aka, Mel Odom, isn't his best work.Odom's main character, Annja Creed, is way too much like Tomb Raider. Mel didn't spend enough writing time in developing a believable character here, in my humble estimation.Known for his past Gold Eagle novels, both in the Deathlands and Outlanders series, Mel Odom did his best work in the Deathlands series. (But his first foray into the Outlanders series was solid, too. It was his latter written books that were mediocre.)But back to his current work. Rogue Angel starts out in France, and has the reader following archeologist-turned-explorer-turned-TV monster show host-Annja Creed into a web of mystery and suspence. The overall storyline has potential, but the main character, along with the main bad guys, come off way too cookie cutter and one-dimensional and uncolorful.The action sequences are OK, but either come off too comic-bookish or like a computer game, like Tomb Raider. (That's really all I could unfortunately think of while reading this book.)Annja's two new sidekicks here become a timeless duo of an old man and a male model type, both were connected since watching the burning death of their liege, Joan of Arc, centuries before. Unfortunately, they have since become bitter enemies,(but which comes off too comically in the present timeframe.) Overall, the effect of realism just didn't work for me. These two characters could have been fleshed-out more cohesively.Now, I'm not the type of reviewer that tells readers all that happens in any given novel. I hate that. Gives things away, thus ruining anything for the potential reader. Suffice it to say, Mel Odom is a gifted writer at times. But just not quite this time.But, if you like light adventure reading, with comic book/gamer type action and adventure, then you might enjoy this.Good luck to you, Alex Archer/Mel odom.",3.0,Joan of Arc's Destiny...,1152748800.0,"07 13, 2006"
A1HM0XNTLD1EYW,B0018MVZWQ,J. Bookwalter,"[1, 1]","I had been searching for a long time in local stores for a special size and shape of spatula, and was pleased to find this spatula online.  It is exactly what I was looking for and great quality that will last a lifetime - stainless steel with a classic wooden handle.  I was also pleased with the fast delivery.",5.0,Great stainless steel spatula,1173571200.0,"03 11, 2007"
A1TONI9A0YFOD6,6300262731,Bruce Rux,"[0, 0]","Young Americans David Naughton and Griffin Dunne go backpacking through the English countryside and chance upon a haunted and unfriendly inn, after which Dunne is killed and Naughton wounded by an unidentified large animal. Taking up with charming nurse Jenny Agutter, Naughton begins suffering nightmares and waking hallucinations of being a wild animal, of killing people, and of talking with his dead friend Dunne. It isn't too long before he - and Agutter, and Doctor John Woodvine - realize he isn't hallucinating.Very well-directed and -acted piece, balancing horror and humor nicely, though not as smoothly and subtly as the contemporaneous The Howling. The balance is carried off by straight-faced and nightmarish surrealism, and the wholesomeness of the genuinely appealing young cast. The clever juxtaposition of American and British culture helps immensely, adding both to the humor and the realism.This is a truly unique piece, not really succeeding either as a comedy or a horror film, yet satisfying somehow on both levels. It's a bizarre viewing experience, but an enjoyable and worthwhile one.  The special effects sequences, especially the transformations, are pretty impressive too.",4.0,An American Nightmare In Vaudeville,1019606400.0,"04 24, 2002"
A15YEQ2G205OUR,158925404X,"Jimi A. Sewell ""corey's mommy""","[1, 1]","My son borrowed this book from his school library and was so sad when he had to return it.  He was absolutely delighted to get it for Christmas.  Now, he says, ""It's mine forever?""  and I'm happy to say ""Yes!""",5.0,My son's favorite book,1199059200.0,"12 31, 2007"
A38BBQ4QKMAXI2,B002YR7A78,MadameMariko,"[0, 1]","This is a huge bag of good couscous, my husband loves it, will buy again",5.0,best yet,1285027200.0,"09 21, 2010"
A3471TXDCCOKX9,B0041FG01S,Doreen,"[0, 0]","I haven't had much time to be using the light as we are preparing to move, but what little I've used it  is great!!  I am (usuallly ) a compulsive knitting and always have problems with lighting and I believe this light will help me a lot.",4.0,Let there be Light.,1366243200.0,"04 18, 2013"
A2O4POZNUZRZHE,B008JO4SHK,"gladiator ""gladiator""","[1, 2]","i do not understand all the 5 stars rate..may be putter is very personal thing.As far as i am concerned this is no different than one of those knock off from BIG 5.It doesnt feel special not forgiving, doesnt look special but for the money i cant expect too muchi find the ping and tylormade putter best.Who cares if you are beginners or intermediate player you may be happy with it.If you are advance player who cares about touch and finesse of putting this is not for you.",3.0,nothing special...,1384819200.0,"11 19, 2013"
A3B88XRE6RG05I,B004HJ0ZN2,Bamagirl88,"[0, 0]","I just bought Dr. Quinn Medicine Woman the 5th and 6th seasons and also the movie and I love the show I grow up watching Dr. Quinn with my older sister and now I get to share it with my daughter, it is a great show and having a Main role be about how hard it was for a woman back in them times just shows how far the world has come.... I love the entire seasons...",5.0,loved it,1366934400.0,"04 26, 2013"
A2F53XI7I13X3L,B00000099X,AK,"[1, 1]","first of all tool like many other artists out there is an abstract kind of band, you need to be kind of minded and patient while listening to their music. also this album in paticular has a such a different sound compared to most of the stuff released now a days. compared to other music i heard this album has a sense of ORIGINALITY that died in music during the late 80's early 90's. tool with a couple of other artists have remained FRESH and ORIGINAL. ""nima"" in my opinion is one of the greatest albums ever, it's timless and is as great as Pink Floyd's ""Dark Side of the Moon"". all in all tool is an aquired taste and should only be ingested by opened minded people. no a cliche 90's album to say the least. so if you're not opened minded and/or a hardcore christain than this album isn't for you. for the creative contents of this album might confuse or scare the close minded listener.",5.0,"yeah, another five star review.",1136160000.0,"01 2, 2006"
A1GKBJB9RZU5QO,0451168372,"Meredith L. ""Mer""","[20, 21]","I bought this book with Madrigal's Magic Key, and they complement each other very well.  With this book I'm learning vocabulary at my own pace and in a way that's easy and entertaining.  I like to write down words and post them around my apartment (&quot;los vasos&quot; in my cabinet next to my glasses; &quot;jugo de naranja&quot; on my orange juice) so that as I'm brushing my teeth, or fixing dinner, or just getting dressed, I'm still reading and learning.  I don't think I'd recommend this book on its own, but combined with Magic Key it's a great way to learn Spanish, and it's small and lightweight enough to keep in my purse and take with me wherever I go.",5.0,A good way to learn vocabulary,1058486400.0,"07 18, 2003"
A36JVIO5HXMWUF,B00A363VY8,macr88,"[0, 0]",Three stars only because I wasn't able to use them on my single setup. XT cranks with a Race Face narrow wide chainring. I could have flipped the chainring around and it may have worked but it would have bugged me. My XT cranks actually came with aluminum ones so I just used those.,3.0,Very nice product but didn't work for my application,1404259200.0,"07 2, 2014"
A2O11GSGQLJLUN,1931628157,"David Mikolajczyk ""Persistent""","[1, 3]","Informative! Glad I ordered this book. It presents a clear understanding of the Muslim religion and their intents. This information is a clear warning, but I'm afraid the U.S. is ignoring the warning.",5.0,Everlasting Hatred,1319328000.0,"10 23, 2011"
A3GO4SNYXF846S,B0007KII2U,Rhonda,"[0, 0]","I enjoyed this CD because some of the tracks are from the movie &#34;The Intouchables&#34;, which is where I first heard this hauntingly beautiful piano music. So very relaxing and inspiring to listen to, especially when driving long distances.",5.0,So relaxing and peaceful to listen to,1361577600.0,"02 23, 2013"
A2WSE22TXS7RKM,B00EZPXYP4,"Ford Man ""Ed""","[0, 0]",Was very easy to install from the website.  I have used Norton 360 for a number of years and am very satisfied.  I use it on 3-computers and renew every year.,4.0,Norton 360,1392508800.0,"02 16, 2014"
A1GEIKI822GQNT,B004PAHZMC,Flavia,"[0, 0]","When I saw the pictural I tought it would be able to keep about 1000 lego duplo pieces, But it is actually quite small. The design is Nice and it arrived on time.",3.0,Good But too small,1399766400.0,"05 11, 2014"
A345PW593X3KHC,0736092242,Doris,"[1, 1]",This is a great book to review when working with clients with hip and knee issues. I have clients daily with something wrong with their knees and I have been able to make changes in their exercises in order to strengthen the body.,4.0,Pilates for Hip and Knee Syndromes,1341619200.0,"07 7, 2012"
A2ECIMMJKA3TLU,B004S7F2MW,Jimy,"[0, 0]","Easy to install.  I've installed skins (different brands) over the years on many products, so this was not very difficult to do. The company provides videos on how to install, which i would recommend if this is the first time. Key is to keep you hands clean, and spray your hands and the skin liberally with the provided liquid.The product works as it should. It won't protect against drops, etc, but my 14 month old likes to play with my I-Pad, and for the last six months, of her beating on it, I have no scratches or stains on my I-Pad.",5.0,Does the job,1362700800.0,"03 8, 2013"
A1Q3NXWUHBIF4P,6305657939,Rich Scott,"[0, 0]",Enjoyable however it is not as good as the original. Faye Dunaway brings thoughts about the original staring Steve McQueen.,4.0,Fun movie,1402876800.0,"06 16, 2014"
A3FW472GT8OFQV,0486445348,Elizabeth M. Outt,"[0, 0]",It has some very pretty designs. I can see using several for so many different combinations to acquire a very interesting mirror,5.0,Nice patterns,1386806400.0,"12 12, 2013"
A228P5LXW96QG2,B00121BPI2,"H00KER ""J""","[0, 1]","I bought a bottle of this wax 5 years ago and applied it to my 2005 mustang and it works great!The car is not an everyday driver, so it gets dusty sitting in the garage sometimes and still looks great. I have a duster for the car and just wipe it off and it just shines. It repels water and grime so well that when you do need to wash it, about all it takes is to be hosed off (no washing). I bought my son a bottle for Christmas for his new car and would recommend this product to anyone.",5.0,This the best wax I've ever used!,1357171200.0,"01 3, 2013"
A3IPJXCPU74DPN,B000FZDIB8,Andrea T. Parrish,"[1, 2]","there are 2 pieces that come off easily that makes the front go up and down. Otherwise my son loved it. Was also surprised because my son left it outside, I didn't realize it, it rained & it still worked!",4.0,fun,1315612800.0,"09 10, 2011"
A1UZG5OCBXX5BL,B007IJ7UKE,Stephanie,"[1, 1]","I couldn't believe an adapter was more expensive than the 3TB external desk drive I wanted to connect.It failed after about 8 months of use.  Returned to Seagate on my dime, and was replaced/fixed on their dime.  Worked since (2 months later).Now that the new Macs support usb 3.0, either the price should fall, or the extra 5gbps aren't worth it, especially since most hard drives are bottlenecked at 6gbps anyways...",3.0,Very expensive.  Replaced by Seagate after failure under warranty.,1363824000.0,"03 21, 2013"
