asin,salesRank,imUrl,categories,title,description,price,related,brand
0002740427,{'Books': 6974124},http://ecx.images-amazon.com/images/I/41TSM92VPBL.jpg,[['Books']],The Unmasking of Oscar Wilde,"In his new book, Joseph Pearce asserts that the great poet, satirist, and playwright Oscar Wilde is as misunderstood today as he was in his own time. Vilified by his fellow Victorians for his sexuality and dandyism, these days he is hailed as a sexual liberator. Yet this is not how Wilde saw himself. His lifestyle and pretenses did not bring him happiness and fulfillment: his art did. And this is where Pearce's search for the man behind the masks is centered. Rather than lingering on the actions that brought him notoriety, Joseph Pearce explores the emotional and spiritual search of this fascinating and complex figure.The Unmasking of Oscar Wildereveals how his ""heart of stone"" was broken by his two-year prison sentence, while it probes the deeper implications of his masterpieces. Along with a discussion ofThe Ballad of Reading Gaoland the posthumously publishedDe Profundis,it also traces his fascination with Catholicism through to his eleventh-hour conversion.--This text refers to an out of print or unavailable edition of this title.",12.99,"{'also_bought': ['0898709423', '0898708257', '0898707005', '161890065X', '1587310678', '1586174967', '1586172247', '1586178334', '3868385444', '0394759842', '0486401464', '0226897648', '0394554841', '0340746327', '1586170775', '1618900587', '0679457348', '0385346409', '1586174134', '1586174398', '1586171593', '0898707900', '1586173200', '158617262X', '0895554542'], 'bought_together': ['0898708257'], 'buy_after_viewing': ['0394759842', '006096393X', '0898707005', '1586172247']}",
0002571293,{'Books': 3073190},http://ecx.images-amazon.com/images/I/51WNTRZ4ZWL.jpg,[['Books']],"The Third Secret: The CIA, Solidarity and the KGB's Plot to Kill the Pope","""Nigel West has conducted the most painstaking and detailed investigation of this mystery to date.""  --LITERARY REVIEW--This text refers to thePaperbackedition.",,"{'also_viewed': ['068418060X', '0436566036']}",
0002728494,{'Books': 7894277},http://ecx.images-amazon.com/images/I/41Lkj4iWmoL.jpg,[['Books']],An Urchin In the Storm: Essays About Books and Ideas,,,,
0003705218,{'Books': 1959108},http://ecx.images-amazon.com/images/I/5115KQHQ0DL.jpg,[['Books']],Collins COBUILD English Guides: Word Formation Bk. 2,,,"{'also_bought': ['0003709507', '0003705625'], 'buy_after_viewing': ['000370520X', '0003705668']}",
0002582023,{'Books': 2239230},http://ecx.images-amazon.com/images/I/51dydLXld1L.jpg,[['Books']],The Expert Beginner (Collins Winning Bridge),,,{'also_bought': ['0002582015']},
0002727773,{'Books': 344753},http://ecx.images-amazon.com/images/I/51oVv-Sp0TL._SL500_.jpg,[['Books']],"The Story of Elsa: &quot;Born Free&quot;, &quot;Living Free&quot; AND &quot;Forever Free&quot;",,12.17,"{'also_viewed': ['0375714383', '0394712633', '000637588X', '0671624970', 'B004BTL6NG', '0152013687'], 'buy_after_viewing': ['0375714383', '0394712633', '000637588X', 'B0000844M8']}",
0003458903,{'Books': 3179757},http://ecx.images-amazon.com/images/I/31T%2B70%2BuCnL.jpg,[['Books']],Operating Systems : Design and Implementation - Textbook Only,,,"{'also_viewed': ['0131429388', '0136006639', '0470497025', '0136386776'], 'buy_after_viewing': ['0136374069']}",
0002740303,{'Books': 4378857},http://ecx.images-amazon.com/images/I/518H2BXDPTL.jpg,[['Books']],Deadly Obsessions,"Formula One drivers risk their lives every time they race. Now, top drivers discuss the emotional and spiritual impact of engaging in this death-defying sport.",13.49,{'also_bought': ['B00GNZLWD0']},
0002559102,{'Books': 2992384},http://ecx.images-amazon.com/images/I/41HX8K1XT7L.jpg,[['Books']],P &amp; G 99: 99 Principles and Practices of Procter and Gamble's Success,,,{'buy_after_viewing': ['067101739X']},
0003278344,{'Books': 11157364},http://ecx.images-amazon.com/images/I/51YTG7X6MEL.jpg,[['Books']],Health Sciences (Collins GCSE Sciences),Pamela Minett is a well-known author of books on health and child development. She is an ex-teacher with many years experience of teaching students at GCSE level. Dr David Wayne and Dr David Rubenstein are successful authors of a number of medical texts at undergraduate level. All three authors worked together previously on the successful book Human Form and Function published by Collins.,,,
0002559099,{'Books': 1997522},http://ecx.images-amazon.com/images/I/51DH6N8H3PL.jpg,[['Books']],Windrush: The Irresistible Rise of Multi-Racial Britain,"'One of the most important books ever to have been published on the black British experience' Independent  'Invaluable! a fascinating and informative panorama of the experiences of the people who came to England in 1948, and who paved the way for their many descendants' Literary Review--This text refers to an out of print or unavailable edition of this title.",,,
0003900347,{'Books': 3572490},http://ecx.images-amazon.com/images/I/81zK%2B3ihnDL.jpg,[['Books']],Wild Flowers of Jamaica,,,,
0002740168,{'Books': 4378821},http://ecx.images-amazon.com/images/I/41SEF990ZBL.jpg,[['Books']],Feet of Clay: The Autobiography of the Former Bishopof Argyll and the Isles,Rodrick Wright is the former Roman Catholic Bishop of Argyll and the Isles and was one of the youngest men ever to hold the post. He is an experienced agriculturalist and a keen hill walker.,,,
0004105788,{'Books': 3112181},http://ecx.images-amazon.com/images/I/512aRGmOX5L.jpg,[['Books']],How to Play the Openings in Chess,,,"{'also_viewed': ['1936490854', '0486227952']}",
0003261301,{'Books': 1563887},http://ecx.images-amazon.com/images/I/61Tk9OAWbtL._SL500_.jpg,[['Books']],New Testament,,12.34,"{'also_viewed': ['068482633X', 'B000HU6FFM'], 'buy_after_viewing': ['068482633X']}",
0002740737,{'Books': 2569245},http://ecx.images-amazon.com/images/I/51LZdwV7OpL.jpg,[['Books']],Murder at the Altar (Ellie Quicke Mystery Series #1),"Returning to adult crime after many years, Heley introduces lovable widow Ellie Quicke in the first of what one can only hope will be a long series. Two days after the funeral of her husband, Frank, Ellie feels immobilized by grief. Then the respectable Mrs. Dawes rushes to Ellie's door to announce she's just discovered the body of a young man at the church altar. Ellie soon becomes involved in the mystery surrounding the victim's murder, the subsequent disappearance of his mother and the disturbing quarrels of the young couple next door. Simultaneously, she examines her own life and, with a new confidence and strength, is able to stand up to Frank's bullying aunt Drusilla and her own spoiled daughter, Diana. Life without Frank will not be as predictable and safe, but it will certainly be more exciting. Heley's keen observations and insights into her characters create a rich atmosphere of the social life in an English town where, as reflected in the inviting pastoral jacket illustration, folk work in the local charity shop, go to the greengrocers and stop for sausages and mash at the Sunflowers caf . Combining sparkling wit and humor (particularly regarding Ellie's first attempts to master the computer), quirky acts of fate and a dramatic ending, Heley provides all one needs for a satisfying read, except perhaps a cozy chair, a cup of tea and some chocolate biscuits. (Dec. 1)Copyright 2000 Reed Business Information, Inc.",7.99,"{'also_viewed': ['0727865277', '0727883984', '1906288143', '0727865781', '1250007798', '0425251470', '0425219801', '0758294948', '0312069685', '0425265595', '0425252299', '0425109291', '0449133117', '0727862820', '072786145X', '0425262952', '0727896555', '0727882813', '0727882988', '0727864025', '0451415086', '0727881795', '0425246191', '0425257282', '0719810388', '0451225538']}",
0003222985,{'Books': 2302297},http://ecx.images-amazon.com/images/I/4139Z47Q55L.jpg,[['Books']],Technical Drawing for GCE/CSE,,,"{'also_bought': ['0030565898', '003064982X', '013365690X', '0748705406', '0030508622', '0793525004', '0174325487', '0174480962', '0133656969', '0030649838', '0435303090', '1847626033', '003056591X']}",
000255268X,{'Books': 1217863},http://ecx.images-amazon.com/images/I/51ARe64Z9fL.jpg,[['Books']],My Kenya Days,,13.63,"{'also_viewed': ['0061131539', '0525930779', '0006552129', '0393334252'], 'buy_after_viewing': ['0006372678', '0812968921']}",
000382909X,{'Books': 9109921},,[['Books']],Descant 130 Genies and Generations Homage to P.K. Page,,,,
0003801055,{'Books': 13283943},,[['Books']],C S Lewis Narnia Pack (7),,,,
0003702650,{'Books': 2720368},http://ecx.images-amazon.com/images/I/51BHRGBJM4L.jpg,[['Books']],Collins COBUILD Dictionary of Phrasal Verbs: Helping learners with real English,,,{'also_viewed': ['0007134029']},
0003034550,{'Books': 5099389},http://ecx.images-amazon.com/images/I/51R4J1MAKGL.jpg,[['Books']],Naughty Nick's Book of Numbers (Letterland),,,,
0002572206,{'Books': 2123554},http://ecx.images-amazon.com/images/I/51D6378NT0L.jpg,[['Books']],On Rue Tatin,,,"{'also_viewed': ['0006532454', '0007143516', '0061235016', '0060758171']}",
0004111141,{'Books': 3652376},http://ecx.images-amazon.com/images/I/51SrVmTa6jL.jpg,[['Books']],Tartans and Highland Dress,,,,
0003429253,{'Books': 4817937},http://ecx.images-amazon.com/images/I/21E3EHrT%2BJL._SL500_.jpg,[['Books']],Introduction to Psychology / with Infotrac - James W. Kalat - Hardcover,,,,
0002571471,{'Books': 2631169},http://ecx.images-amazon.com/images/I/51Q%2BaSH7BYL.jpg,[['Books']],The Slow Breath of Stone: A Romanesque Love Story,"'Enthusiastic and indiscreet, funny and learned, Petro is about as good a travel companion as you could get.' Spectator 'Petro is the sort of writer you really look forward to meeting. Entertaining and informative, she writes with such disarming frankness that you feel you know every quirk about her.' Big Issue",7.99,"{'also_bought': ['145164860X', '0802170838']}",
0003709493,{'Books': 3190010},http://ecx.images-amazon.com/images/I/41FSD47ZKHL.jpg,[['Books']],Todays English Dictionary,,,,
0002712547,{'Books': 8322367},http://ecx.images-amazon.com/images/I/41e21SFVXXL.jpg,[['Books']],His Mother's House,,,,
0002571633,{'Books': 5725566},http://ecx.images-amazon.com/images/I/41M4DYZT02L.jpg,[['Books']],Angela's Ashes: A Memoir of a Childhood: AND 'Tis,,,,
000272765X,{'Books': 10878921},http://ecx.images-amazon.com/images/I/61uxyLSoeeL.jpg,[['Books']],The search after hapiness [sic]: A tale;,,,,
0004115546,{'Books': 1935494},http://ecx.images-amazon.com/images/I/51PyICVNhxL.jpg,[['Books']],Learn to Paint Trees (Collins Learn to Paint),,,"{'also_bought': ['0273001167', '0823035581', '0713469323'], 'buy_after_viewing': ['0273001167']}",
0004125509,{'Books': 5115982},http://ecx.images-amazon.com/images/I/91M8ttXCcgL.jpg,[['Books']],Drawing Workshop: Learn to Draw with Confidence,,,,
0002726386,{'Books': 2818469},http://ecx.images-amazon.com/images/I/51agvSFrgPL.jpg,[['Books']],"Glubb Pasha: A Biography of Lieutenant-General Sir John Bagot Glubb, Commander of the Arab Legion 1939-1956",,,"{'also_viewed': ['0349103445', '1860649890']}",
0002877813,{'Books': 569278},http://ecx.images-amazon.com/images/I/816MoYNMG3L.jpg,[['Books']],Country &amp; Western Gospel Hymnal V2,,8.99,"{'also_bought': ['0006458718', '0005235073', '0005059461', '0005448506', 'B007MW708O', '1598021516', '1883206561', '1423444043', 'B007MW5Y8C', '0000013714', '063401711X', '0793539447', '0005080789', '0634004247', '0005476798'], 'bought_together': ['0006458718', '0005235073'], 'buy_after_viewing': ['0005235073', '1598021516', '0005448506', '0006458718']}",
0002740753,{'Books': 4202408},http://ecx.images-amazon.com/images/I/411ZSCP2MNL.jpg,[['Books']],Pride and Perjury,"Jonathan Aitken was a Fleet Street journalist in the 1960s. In 1974 he became a Conservative MP, and was appointed as Minister of State for Defence in 1992. He joined the Cabinet as Chief Secretary to the Treasury in 1994. His shock resignation came in 1995.",,,
0002712709,{'Books': 4570885},http://ecx.images-amazon.com/images/I/618oWXNHaiL.jpg,[['Books']],The Girl in a Turban,"In each of the five stories in this stunning debut, Morazzoni meticulously charts the process of dying. Set in Europe during various historical periods, the beautifully cadenced tales depict moments of insight or deep emotion, illuminated with unusual clarity. In ""The White Door,"" she imagines the last, bitter days of Mozart, unable to finish his Requiem or communicate with his gay and talkative wife, even to play the card games he adores. Alone, and in the final dark, he laughs aloud. Less poignant, but equally brilliant in detail, is the title story, in which an art dealer, obsessed with beauty, takes an arduous journey from Scheveningen to Copenhagen to sell to a Danish nobleman the Vermeer painting he cherishes almost as much as money. After both men die, the nobleman's daughter offers to return the painting to the merchant's son, who has inherited only his father's interest in matters financial. Like ""The Death of Ivan Ilich,"" the last of these stories, ""Order in the House,"" records the terrible struggle of a man, paralyzed by a stroke, to reenter life. Slowly his eyes begin to flicker with understanding, as spring brightens his window. But his wife, sho sits at his bedside awaiting the collapse of the useless body, never looks into his eyes. Compelling evocation of place and character and a rich prose style mark Morazzoni as a writer of exceptional talent.Copyright 1988 Reed Business Information, Inc.--This text refers to theHardcoveredition.",,,
0002713241,{'Books': 851638},http://ecx.images-amazon.com/images/I/41Rgcrpnf6L.jpg,[['Books']],Snail in My Prime,"To have heard him adds another pleasure to the reading of the work- but the voice speaks clearly on the page in poems of harrowing intimacy, politics and love. He holds a mirror up to himself: but we can see ourselves over his shoulder, whoever we are -- Carol Ann Duffy Guardian Durcan's... tall stories, dialogues and choruses, remind us that poetry can have popular reach and embody a genuinely countrywide spirit, without sacrificing integrity -- Glyn Maxwell Independent on Sunday Durcan's mastery of tone, his manic confidentiality, his blithe expositions of the seemingly unthinkable, his hypnotic repetitions of what other poets would hardly dare to utter once, all help to give [his work] an air of audacious authority unique in contemporary poetry -- Brendan Kennnelly Irish Times For him poetry is story-telling and his stories are told in a direct fashion that makes them totally accessible... Paul Durcan's poetry sings -- Roger McGough Sunday Tribune Like all first-class comedians, he is deadly serious -- Terry Eagleton Stand",12.23,{'also_bought': ['1556593279']},
0003002241,{'Books': 14070655},,[['Books']],Stuart Little,,,,
0004116860,{'Books': 11693908},http://ecx.images-amazon.com/images/I/41rRKayHY6L._SL500_.jpg,[['Books']],Creative Photographic Lighting (You &amp; your camera photography series),,,,
0004127056,{'Books': 3466028},http://ecx.images-amazon.com/images/I/51J58A9P6HL.jpg,[['Books']],Watercolour Made Easy: How to Build Up Your Confidence in Watercolour,"June Crawshaw is married to Alwyn Crawshaw and for many years she has helped him teach on his painting courses, as well as appearing alongside him on several of his Channel 4 TV programmes. She is an experienced watercolourist in her own right and is a member of the Society of Women Artists and the British Watercolour Society.--This text refers to an out of print or unavailable edition of this title.",,,
0004112563,{'Books': 1575780},http://ecx.images-amazon.com/images/I/51aOAQMui8L.jpg,[['Books']],The Complete Farmhouse Kitchen Cook Book,,,,
0004125193,{'Books': 1282324},http://ecx.images-amazon.com/images/I/41Mq3XxSaRL.jpg,[['Books']],Chinese Brush Painting: Complete Course in Traditional and Modern Techniques,,15.79,"{'also_viewed': ['0486436586', '082305022X', '0806908335', '0691018197'], 'buy_after_viewing': ['0486436586', '1602201099', '0785828664', '1903975190']}",
0003750582,{'Books': 2133575},http://ecx.images-amazon.com/images/I/51QVC21XK1L.jpg,[['Books']],Collins Cobuild Learner's Dictionary: Helping Learners with Real English,,54.22,"{'also_bought': ['1572307536'], 'buy_after_viewing': ['0007210132', '0007126409']}",
0003131181,{'Books': 7585227},http://ecx.images-amazon.com/images/I/419KSSPY8VL.jpg,[['Books']],"One, Two, Three and Away! Introductory Readers A-D",,,,
0002720728,{'Books': 2873426},http://ecx.images-amazon.com/images/I/51zaDHgUoBL._SL500_.jpg,[['Books']],Louis XIV,"Louis XIV was the greatest of all French monarchs. Coming to the throne at the age of five, he ruled for 72 years and presided over the finest flourishing of French culture and one of its greatest periods of expansionist and military glory. This biography uses contemporary sources to examine the sort of monarch Louis XIV really was. The book provides an overview of the entire civilization inspired by and reflecting the glory of the Sun King and so, while the character of Louis himself remains in the foreground, artists like Racine, Moliere, Lully and Mansart (the architect of Versailles) share the middle-ground with politicians such as Cardinal Mazarin and courtiers such as the King?s mistress, Louise de la Valliere. Vincent Cronin?s gracefully written biography of Le Roi Soleil, founded on Cronin?s deep knowledge of this period of French history, provides an illuminating portrait of the king and his court.--This text refers to an alternatePaperbackedition.",7.58,"{'also_viewed': ['0006375219', '0393007537', '0531151123', '0415358167', '0465004822', '0786713097', '1590174917', '0312261969'], 'buy_after_viewing': ['0140239677', 'B00FIAWZ5U']}",
000411535X,{'Books': 11297413},http://ecx.images-amazon.com/images/I/41b8Ds%2BmlZL.jpg,[['Books']],Amateur Wine-making (Collins Nutshell Books),,,,
0004120205,{'Books': 3719941},http://ecx.images-amazon.com/images/I/4114d24eiEL._SL500_.jpg,[['Books']],S.R. Badmin and the English Landscape,"Landscape artist Badmin (born in 1906) is famed in England for his watercolors and etchings, but ""the recording of the skills and traditions of the British countryside such as thatching is one of Badmin's most important contributions to post-war life,"" according to Beetles, a London art dealer. Here he has assembled some 44 of the artist's watercolors, with a catalogue raisonne of his etchings. Beetles provides a brief, informative history of Badmin's career and development as a fine artist, and discusses his commercial illustrations for advertising and greeting cards. The collection serves as a virtual travelogue for its home audience, who are invited by Beetles ""to look again at the countryside around us"" which includes Findon, Clovelly, Ratley and other villages unfamiliar to American readers. November 25Copyright 1985 Reed Business Information, Inc.",,,
0002318652,{'Books': 4984066},http://ecx.images-amazon.com/images/I/51EG2VWSPAL.jpg,[['Books']],Taken at the Flood (Agatha Christie Collection),"Hercule Poirot fans will be pleased to hear Hugh Fraser, who plays Captain Hastings on PBS'sMystery!and A&amp;E'sPoirot, recount Christie's intriguing 1948 novel (published in the U.S. asThere Is a Tide). The celebrated Belgian sleuth visits the sleepy English village of Warmsley Vale to check into the background of Gordon Cloade, supposedly a victim of the London Blitz. He had wed an attractive young widow, the former Mrs. Underhay, now the sole possessor of the Cloade family fortune. The deceased's sister-in-law told Poirot that ""spirits"" informed her that the widow's first husband is still among the living, raising suspicions about Cloade's demise. Fraser's tone at once reassures listeners that, just as on television, they are in capable hands. He does a fine job creating a variety of character voices, distinguishing one from another with clarity but without excessive flamboyance. The release of any Christie is an event, and it does not taken an abundance of ""little gray cells"" to deduce that this audio will be well-received.(June)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.--This text refers to an out of print or unavailable edition of this title.",6.64,"{'also_bought': ['1579127363', '000728053X', '157912688X', '0396067425', '0884113868', '1579126286', '0553350781', '0062073516', '1579127312', '0553350110', '1933652462', '0007240228', '0553350722', '0553350242', '0553350641', '0007234414', '0553350218', '0553350129', '055335020X', '0007265166', '0553350196', '0553350803', '1611732905', '0553350714', '1579127320', '0553350749', '055335079X', '0007265204', '0553350471', '1579126952', '1611733383', '1579127347', '0553350307', '000735469X', '0553350080', '0553350463', '0553350617', '0553350579', '0553350072', '0062073761', '055335051X', '0553350358', '0399150218', '0553350676', '1611731607', '0553350331', '157912626X', '0553350773', 'B000K3QCFO', '0002311909', '0553350498', '055335065X', '1579127339', '0062074032', '0553350056', '0553350439', '0007234511', '0062073885', '0553350706', '0002316749', '000723449X', '1579127355', '1611732336', '157912691X', '0553350757', '1579126251', '0399142878', '0061988367', '0553350552', '0553350188', '0002110385', '031219241X', '1579126898', '0553350250', '1579126294', '0007234465', '0671434632', '0007234422', '1579126278', '031224262X', '0396073735', '0007274572', '0553350153', '0517321777'], 'buy_after_viewing': ['0062073826', '0062074016', '0062073753', '0062073737']}",
0002570831,{'Books': 2848410},http://ecx.images-amazon.com/images/I/41MDW10TJXL.jpg,[['Books']],Walter Sickert: A Biography,"Sturgis proved to be an exceptional artist's biographer inAubrey Beardsley(1999), and he now presents a substantial but ever-lively life of the questing British painter Sickert (1860-1942), whom Sturgis succinctly describes as ""a great man and a great artist."" Charming and mischievous, Sickert enjoyed a happy childhood, a stint as an actor that inspired his scandalous music-hall paintings, and marriage to a woman willing to support him even after they divorced because of his many affairs. Sickert's notorious sexual escapades run the gamut from romantic to pragmatic to farcical. Profoundly inspired by James McNeil Whistler and Degas, Sickert became a leader among radical British painters, an influential art critic, and a teacher. Sturgis' glowing portrait stands in stark opposition to crime writer Patricia Cornwell's extravagant claim inPortrait of a Killer(2002) that Sickert was Jack the Ripper. Indeed, Sturgis makes short work of Cornwell's allegations after fully substantiating his portrait of Sickert as a revered artist whose joie de vivre, ""rare power of objective vision,"" frankness, and intensity revitalized the British figurative tradition.Donna SeamanCopyright &#169; American Library Association. All rights reserved",9.99,"{'also_viewed': ['0553382063', '0385491026', '076530404X']}",
0002725533,{'Books': 6371433},http://ecx.images-amazon.com/images/I/418zMVIO00L.jpg,[['Books']],"New York, New York: Masterworks of a Street Peddler",,,,
0002558718,{'Books': 1486422},http://ecx.images-amazon.com/images/I/4173ZJRGNYL.jpg,[['Books']],New Fontana Dictionary of Modern Thought,"Alan Bullock's famous first book HITLER: A STUDY IN TYRANNY has been translated into 19 languages and sold more than 3 million copies. He was Founding Master of St Catherine's College, Oxford, and became Vice-Chancellor of Oxford University. He was knighted in 1972 and made a life peer in 1976. His most recent book HITLER AND STALIN: PARALLEL LIVES (Fontana Press) has sold over 150,000 copies in the English language. Stephen Trombley is a writer and prize-winning documentary film-maker. Born in New York, he has studied and worked in England as a journalist and editor. In 1990 he founded Worldview Pictures, an international television company.",,"{'also_viewed': ['0393046966', '0857898744', '0006861296'], 'buy_after_viewing': ['0393046966']}",
0003273091,{'Books': 739547},,[['Books']],Rhyme and Reason: An Anthology,,,,
0004126815,{'Books': 2296126},http://ecx.images-amazon.com/images/I/31tvHo7GUUL.jpg,[['Books']],Rose Elliot's Vegetarian Christmas: Over 150 Recipes for the Festive Season,"It had to happen: a Christmas dinner without goose, turkey, ham, or other traditional entr{&#x82;}ees. English vegetarian chef Elliot prepares six holiday menus, complete with timetables and good color photographs, all without meat. In a rather disjointed fashion, she opens with desserts (England's traditional Christmas cake, a variation of fruitcake) and other recipes to be made in advance and frozen. Before long, holiday meals, lunches, suppers, and snacks appear, all an odd mixture of sophisticated and simple dishes, from fennel parmesan and oyster mushroom risotto to Father Christmas faces, many of which, unfortunately, contain quite a few ingredients (e.g., mangetouts, marmite) that should have been translated for American cooks. Sweets consume three chapters; in total, the more than 150 recipes provide an unusual way to summon in the holidays.Barbara Jacobs",,,
0004123298,{'Books': 3803760},http://ecx.images-amazon.com/images/I/61lPsg0FMnL.jpg,[['Books']],Blooms of Bressingham Garden Plants: Choosing the Best Hardy Plants for Your Garden,,,,
000370257X,{'Books': 3002569},http://ecx.images-amazon.com/images/I/4116F7JMVJL.jpg,[['Books']],English Grammar (COBUILD),,,,
0004111133,{'Books': 5122720},http://ecx.images-amazon.com/images/I/41vJBtkRjQL._SL500_.jpg,[['Books']],Tartans of the Scottish Clans,,,,
0004117263,{'Books': 789986},http://ecx.images-amazon.com/images/I/51F9FrT%2BVXL._SL500_.jpg,[['Books']],Knitting Machine Book,,26.91,"{'also_bought': ['1477458840', '0812059409', '143921980X', '0345343379', '0713719583', '071539018X', '0600503682', '1449987710', '0942391039', '0711100632', 'B000WQUW78', '1861083114', '0713456329', '0713453389', '0934026580', '1493518194', '1589232909', '0312502214', '0715394428', '0942018168', '0394567951', '1893762246', '1589233387', '0711100659', '1596687959', '0304341312', 'B0006S8CGK', '0668062851', '0715399721', '0130307408', 'B007P22D7O', '0713448113', '071345914X', '0715393642', '0713441291', 'B001U3YNO0'], 'buy_after_viewing': ['143921980X', '071539018X', '0345343379', '1477458840']}",
0002875926,{'Books': 5039974},http://ecx.images-amazon.com/images/I/71VB71NKW2L.gif,[['Books']],Version Popular - Dios Habla Hoy,,,,
0003905276,{'Books': 8935355},http://ecx.images-amazon.com/images/I/21RprArAbWL.jpg,[['Books']],Health in the New Millennium - Textbook Only,,,,
0003830683,{'Books': 2456205},http://ecx.images-amazon.com/images/I/819F6v%2Bhu3L.jpg,[['Books']],Signwork,,,"{'also_bought': ['091138068X', '0486200531', '094409404X', '1172581266']}",
0004127382,{'Books': 2176634},http://ecx.images-amazon.com/images/I/51ASASV2AQL.jpg,[['Books']],The East India Company Book of Tea,,,"{'also_bought': ['0004127390', '0004127757', '0004127749', '1594201382', '1585740594']}",
0004133307,{'Books': 3704146},http://ecx.images-amazon.com/images/I/51WBHHJ4X5L.jpg,[['Books']],Drawing for Beginners: A Step-By-Step Guide to Drawing Success,"Using ""drawing"" and ""sketching"" synonymously, these two books complement each other nicely. Drawing for Beginners is a straightforward manual on the essentials of pencil and pens, charcoal, pastel, pen and wash, and conte. The usual animals, birds, people, landscapes, and buildings are covered. The strength of the book is its gathering of several contributing artists and the resulting broad variety of styles and techniques. Sketching presumes a certain level of skill and builds from there. Graphite and charcoal sketching are quickly superseded by the sophisticated color and movement available from oil pastel, aquarelle pencils, and watercolor wash. Both are recommended.Copyright 1999 Reed Business Information, Inc.",,,
0004123476,{'Books': 941891},http://ecx.images-amazon.com/images/I/51P5YPX8RKL.jpg,[['Books']],Learn to Paint with Gouache (Collins Learn to Paint),,19.13,"{'also_bought': ['0289800803', '1456409204', '0823096882', '0823007235', '0823037754', '0823021653', '1456505327', '0823006972', '0823032590', '0470182318', '1600582834', 'B001PT72ME', '1581807910', '1581809247', '0715319345', '1440322554', '0715302892', 'B000NMBKEA', '0823025322', '0855325860', '0681783346', '0891346708', '082300760X', '1581808755'], 'buy_after_viewing': ['0823096882', '0823037754', '0823021653', '1456409204']}",
0004133404,{'Books': 2994584},http://ecx.images-amazon.com/images/I/512AVWZK1JL.jpg,[['Books']],Gardens in Pastel (Collins Learn to Paint),,,"{'also_bought': ['0007142579', '0823059928', '1844488616', '1844485900', '0060818867', '1440320985', '0891344756', '0061491853', '1847971989', '1440303916']}",
0004117107,{'Books': 424023},http://ecx.images-amazon.com/images/I/A1x3PBJD8IL.jpg,[['Books']],The Royal School of Needlework - Book Of Needlework and Embroidery,,17.13,"{'also_bought': ['185149359X', '184448923X', '1574882694', '0713488174', '1844485501', '1782211047', '184448551X', '1782211063', '1602200157', '1844487024', '1450514030', '0486236390', '085532869X', '1844486265', '1844485862', '1844487199', '0713710071', '1844489450', '1780671067', '1863513523', '1844485870', '0112900305', '1439206007', '0878467785', '0880450150', '0855327278', '0764344099', '0688029191', '0713484012', '0715399012', '0715302078', '0980876788', '0684150670', '071532179X', '0715304879', '1863513965', '0486247082', '1844485854', '089676267X', '0670292605', '1571201076', '1863510761', '1863511229', '1863510400', '1851777318', '1863513418', '0873494431'], 'buy_after_viewing': ['1844485501', '0713488174', '184448923X', '1844487024']}",
0004133285,{'Books': 805389},http://ecx.images-amazon.com/images/I/51AGXK2QT9L.jpg,[['Books']],Caricatures: Everything You Need to Know to Get Started (Collins Learn to Draw),"The art of caricature falls somewhere between the free-for-all of cartooning and the art of portraiture. In one of the most successful entries in the ""Learn To Draw"" series, Hughes manages to build from the basics of eyes, noses, mouths, and ears to complete personalities on the page. The usual examples of Elvis and Nixon are here, but Hughes shines in his unexpected caricatures of people like Gandhi, whom he portrays as a map of India. Recommended, especially in combination with a good book on portraiture like Lee Hammond's How To Draw Portraits in Colored Pencil from Photographs (North Light, 1997).Copyright 1999 Reed Business Information, Inc.",20.47,"{'also_bought': ['098357670X', '0891343679', '0809256851', '1848370806', '1453818138', '1600583008', '0972563806', '1581807597', '0762409398', '0399507914', '0399508031', 'B0046LUAA4', '0399517677', '0399511326', 'B005LJF1BS', '1848372744', '0399519114', '0740797719', '1567316123', 'B0046LUABS', '146629163X', '1848374798'], 'buy_after_viewing': ['098357670X', '1600583008', '1453818138', '0891343679']}",
0004123433,{'Books': 2556997},http://ecx.images-amazon.com/images/I/51OBab47ZVL.jpg,[['Books']],Learn to Paint Birds in Watercolour (Collins Learn to Paint),,16.96,"{'also_bought': ['1847972241', '0486478874', '0375421823', '1402754094', '0486490769'], 'buy_after_viewing': ['0891349197', '159714195X', '1581808771']}",
0002557592,{'Books': 1853395},http://ecx.images-amazon.com/images/I/41K97B5EQSL.jpg,[['Books']],Who Killed Canadian History?,,,{'also_bought': ['0195412338']},
